Year,Country,LOCATION,SEX,Sex,AGE,Age,TIME,Value,Flag Codes,Flags
2008,New Zealand,NZL,T,Total,TOTAL,Total,2008,4259800.0,,
2008,Norway,NOR,T,Total,TOTAL,Total,2008,4768215.0,,
2008,Poland,POL,T,Total,TOTAL,Total,2008,38115909.0,,
2008,Portugal,PRT,T,Total,TOTAL,Total,2008,10558176.5,,
2008,Slovak Republic,SVK,T,Total,TOTAL,Total,2008,5406972.0,,
2008,Sweden,SWE,T,Total,TOTAL,Total,2008,9219639.0,,
2008,Switzerland,CHE,T,Total,TOTAL,Total,2008,7647676.0,,
2008,Türkiye,TUR,T,Total,TOTAL,Total,2008,71051689.0,,
2008,United Kingdom,GBR,T,Total,TOTAL,Total,2008,61823772.0,,
2008,United States,USA,T,Total,TOTAL,Total,2008,304093966.0,,
2008,Croatia,HRV,T,Total,TOTAL,Total,2008,4309705.0,,
2008,India,IND,T,Total,TOTAL,Total,2008,1206734805.0,,
2008,Lithuania,LTU,T,Total,TOTAL,Total,2008,3198231.0,,
2008,Slovenia,SVN,T,Total,TOTAL,Total,2008,2022629.0,,
2009,Belgium,BEL,T,Total,TOTAL,Total,2009,10796498.0,,
2009,Canada,CAN,T,Total,TOTAL,Total,2009,33628895.0,,
2009,Czech Republic,CZE,T,Total,TOTAL,Total,2009,10491492.0,,
2009,Denmark,DNK,T,Total,TOTAL,Total,2009,5519441.0,,
2009,Finland,FIN,T,Total,TOTAL,Total,2009,5338867.0,,
2009,France,FRA,T,Total,TOTAL,Total,2009,64458715.0,,
2009,Hungary,HUN,T,Total,TOTAL,Total,2009,10022647.0,,
2009,Iceland,ISL,T,Total,TOTAL,Total,2009,318501.0,,
2009,Italy,ITA,T,Total,TOTAL,Total,2009,59555456.0,,
2009,Japan,JPN,T,Total,TOTAL,Total,2009,128031514.0,,
2009,Korea,KOR,T,Total,TOTAL,Total,2009,49307835.0,,
2009,Netherlands,NLD,T,Total,TOTAL,Total,2009,16530387.0,,
2009,New Zealand,NZL,T,Total,TOTAL,Total,2009,4302600.0,,
2009,Norway,NOR,T,Total,TOTAL,Total,2009,4828716.0,,
2009,Poland,POL,T,Total,TOTAL,Total,2009,38153389.0,,
2009,Portugal,PRT,T,Total,TOTAL,Total,2009,10568246.5,,
2009,Slovak Republic,SVK,T,Total,TOTAL,Total,2009,5418374.0,,
2009,Sweden,SWE,T,Total,TOTAL,Total,2009,9298512.0,,
2009,Switzerland,CHE,T,Total,TOTAL,Total,2009,7743832.0,,
2009,Türkiye,TUR,T,Total,TOTAL,Total,2009,72039215.0,,
2009,United Kingdom,GBR,T,Total,TOTAL,Total,2009,62260486.0,,
2009,United States,USA,T,Total,TOTAL,Total,2009,306771529.0,,
2009,Croatia,HRV,T,Total,TOTAL,Total,2009,4305181.0,,
2009,India,IND,T,Total,TOTAL,Total,2009,1223640159.0,,
2009,Lithuania,LTU,T,Total,TOTAL,Total,2009,3162916.0,,
2009,Slovenia,SVN,T,Total,TOTAL,Total,2009,2042335.0,,
2010,Belgium,BEL,T,Total,TOTAL,Total,2010,10895591.0,,
2010,Canada,CAN,T,Total,TOTAL,Total,2010,34004889.0,,
2010,Czech Republic,CZE,T,Total,TOTAL,Total,2010,10517247.0,,
2010,Denmark,DNK,T,Total,TOTAL,Total,2010,5543819.0,,
2010,Finland,FIN,T,Total,TOTAL,Total,2010,5363341.0,,
2010,France,FRA,T,Total,TOTAL,Total,2010,64773169.0,,
2010,Hungary,HUN,T,Total,TOTAL,Total,2010,10000020.0,,
2010,Iceland,ISL,T,Total,TOTAL,Total,2010,318044.0,,
2010,Italy,ITA,T,Total,TOTAL,Total,2010,59819402.0,,
2010,Japan,JPN,T,Total,TOTAL,Total,2010,128057352.0,,
2010,Korea,KOR,T,Total,TOTAL,Total,2010,49554112.0,,
2010,Netherlands,NLD,T,Total,TOTAL,Total,2010,16615390.0,,
2010,New Zealand,NZL,T,Total,TOTAL,Total,2010,4350700.0,,
2010,Norway,NOR,T,Total,TOTAL,Total,2010,4889253.0,,
2010,Poland,POL,T,Total,TOTAL,Total,2010,38516689.0,,
2010,Portugal,PRT,T,Total,TOTAL,Total,2010,10573100.0,,
2010,Slovak Republic,SVK,T,Total,TOTAL,Total,2010,5431024.0,,
2010,Sweden,SWE,T,Total,TOTAL,Total,2010,9378131.0,,
2010,Switzerland,CHE,T,Total,TOTAL,Total,2010,7824910.0,,
2010,Türkiye,TUR,T,Total,TOTAL,Total,2010,73142162.0,,
2010,United Kingdom,GBR,T,Total,TOTAL,Total,2010,62759456.0,,
2010,United States,USA,T,Total,TOTAL,Total,2010,309327143.0,,
2010,Croatia,HRV,T,Total,TOTAL,Total,2010,4295427.0,,
2010,India,IND,T,Total,TOTAL,Total,2010,1240613620.0,,
2010,Lithuania,LTU,T,Total,TOTAL,Total,2010,3097282.0,,
2010,Slovenia,SVN,T,Total,TOTAL,Total,2010,2049261.0,,
2011,Belgium,BEL,T,Total,TOTAL,Total,2011,10993609.0,,
2011,Canada,CAN,T,Total,TOTAL,Total,2011,34339328.0,,
2011,Czech Republic,CZE,T,Total,TOTAL,Total,2011,10496672.0,,
2011,Denmark,DNK,T,Total,TOTAL,Total,2011,5566856.0,,
2011,Finland,FIN,T,Total,TOTAL,Total,2011,5388272.0,,
2011,France,FRA,T,Total,TOTAL,Total,2011,65087317.0,,
2011,Hungary,HUN,T,Total,TOTAL,Total,2011,9958824.0,,
2011,Iceland,ISL,T,Total,TOTAL,Total,2011,319011.0,,
2011,Italy,ITA,T,Total,TOTAL,Total,2011,60026844.0,,
2011,Japan,JPN,T,Total,TOTAL,Total,2011,127834233.0,,
2011,Korea,KOR,T,Total,TOTAL,Total,2011,49936638.0,,
2011,Netherlands,NLD,T,Total,TOTAL,Total,2011,16693074.0,,
2011,New Zealand,NZL,T,Total,TOTAL,Total,2011,4384000.0,,
2011,Norway,NOR,T,Total,TOTAL,Total,2011,4953089.0,,
2011,Poland,POL,T,Total,TOTAL,Total,2011,38525670.0,,
2011,Portugal,PRT,T,Total,TOTAL,Total,2011,10574535.5,,
2011,Slovak Republic,SVK,T,Total,TOTAL,Total,2011,5398384.0,,
2011,Sweden,SWE,T,Total,TOTAL,Total,2011,9449216.0,,
2011,Switzerland,CHE,T,Total,TOTAL,Total,2011,7912396.0,,
2011,Türkiye,TUR,T,Total,TOTAL,Total,2011,74223642.0,,
2011,United Kingdom,GBR,T,Total,TOTAL,Total,2011,63285145.0,,
2011,United States,USA,T,Total,TOTAL,Total,2011,311583481.0,,
2011,Croatia,HRV,T,Total,TOTAL,Total,2011,4280622.0,,
2011,India,IND,T,Total,TOTAL,Total,2011,1257621190.0,,
2011,Lithuania,LTU,T,Total,TOTAL,Total,2011,3028115.0,,
2011,Slovenia,SVN,T,Total,TOTAL,Total,2011,2052496.0,,
2012,Belgium,BEL,T,Total,TOTAL,Total,2012,11067748.0,,
2012,Canada,CAN,T,Total,TOTAL,Total,2012,34714222.0,,
2012,Czech Republic,CZE,T,Total,TOTAL,Total,2012,10509286.0,,
2012,Denmark,DNK,T,Total,TOTAL,Total,2012,5587085.0,,
2012,Finland,FIN,T,Total,TOTAL,Total,2012,5413967.0,,
2012,France,FRA,T,Total,TOTAL,Total,2012,65402998.0,,
2012,Hungary,HUN,T,Total,TOTAL,Total,2012,9920364.0,,
2012,Iceland,ISL,T,Total,TOTAL,Total,2012,320723.0,,
2012,Italy,ITA,T,Total,TOTAL,Total,2012,60191243.0,,
2012,Japan,JPN,T,Total,TOTAL,Total,2012,127592657.0,,
2012,Korea,KOR,T,Total,TOTAL,Total,2012,50199853.0,,
2012,Netherlands,NLD,T,Total,TOTAL,Total,2012,16754963.0,,
2012,New Zealand,NZL,T,Total,TOTAL,Total,2012,4408100.0,,
2012,Norway,NOR,T,Total,TOTAL,Total,2012,5018574.0,,
2012,Poland,POL,T,Total,TOTAL,Total,2012,38533789.0,,
2012,Portugal,PRT,T,Total,TOTAL,Total,2012,10531419.5,,
2012,Slovak Republic,SVK,T,Total,TOTAL,Total,2012,5407579.0,,
2012,Sweden,SWE,T,Total,TOTAL,Total,2012,9519379.0,,
2012,Switzerland,CHE,T,Total,TOTAL,Total,2012,7996861.0,,
2012,Türkiye,TUR,T,Total,TOTAL,Total,2012,75175836.0,,
2012,United Kingdom,GBR,T,Total,TOTAL,Total,2012,63705030.0,,
2012,United States,USA,T,Total,TOTAL,Total,2012,313877662.0,,
2012,Croatia,HRV,T,Total,TOTAL,Total,2012,4267558.0,,
2012,India,IND,T,Total,TOTAL,Total,2012,1274487217.0,,
2012,Lithuania,LTU,T,Total,TOTAL,Total,2012,2987773.0,,
2012,Slovenia,SVN,T,Total,TOTAL,Total,2012,2056262.0,,
2013,Belgium,BEL,T,Total,TOTAL,Total,2013,11125033.0,,
2013,Canada,CAN,T,Total,TOTAL,Total,2013,35082954.0,,
2013,Czech Republic,CZE,T,Total,TOTAL,Total,2013,10510719.0,,
2013,Denmark,DNK,T,Total,TOTAL,Total,2013,5608784.0,,
2013,Finland,FIN,T,Total,TOTAL,Total,2013,5438975.0,,
2013,France,FRA,T,Total,TOTAL,Total,2013,65735961.0,,
2013,Hungary,HUN,T,Total,TOTAL,Total,2013,9893083.0,,
2013,Iceland,ISL,T,Total,TOTAL,Total,2013,323763.0,,
2013,Italy,ITA,T,Total,TOTAL,Total,2013,60311616.0,,
2013,Japan,JPN,T,Total,TOTAL,Total,2013,127413888.0,,
2013,Korea,KOR,T,Total,TOTAL,Total,2013,50428893.0,,
2013,Netherlands,NLD,T,Total,TOTAL,Total,2013,16804430.0,,
2013,New Zealand,NZL,T,Total,TOTAL,Total,2013,4442100.0,,
2013,Norway,NOR,T,Total,TOTAL,Total,2013,5080171.0,,
2013,Poland,POL,T,Total,TOTAL,Total,2013,38502396.0,,
2013,Portugal,PRT,T,Total,TOTAL,Total,2013,10473990.5,,
2013,Slovak Republic,SVK,T,Total,TOTAL,Total,2013,5413392.5,,
2013,Sweden,SWE,T,Total,TOTAL,Total,2013,9600374.0,,
2013,Switzerland,CHE,T,Total,TOTAL,Total,2013,8089346.0,,
2013,Türkiye,TUR,T,Total,TOTAL,Total,2013,76147634.0,,
2013,United Kingdom,GBR,T,Total,TOTAL,Total,2013,64105654.0,,
2013,United States,USA,T,Total,TOTAL,Total,2013,316059947.0,,
2013,Croatia,HRV,T,Total,TOTAL,Total,2013,4255689.0,,
2013,India,IND,T,Total,TOTAL,Total,2013,1291132067.0,,
2013,Lithuania,LTU,T,Total,TOTAL,Total,2013,2957689.0,,
2013,Slovenia,SVN,T,Total,TOTAL,Total,2013,2059114.0,,
2014,Belgium,BEL,T,Total,TOTAL,Total,2014,11179778.0,,
2014,Canada,CAN,T,Total,TOTAL,Total,2014,35437435.0,,
2014,Czech Republic,CZE,T,Total,TOTAL,Total,2014,10524783.0,,
2014,Denmark,DNK,T,Total,TOTAL,Total,2014,5639719.0,,
2014,Finland,FIN,T,Total,TOTAL,Total,2014,5461507.0,,
2014,France,FRA,T,Total,TOTAL,Total,2014,66276671.0,,
2014,Hungary,HUN,T,Total,TOTAL,Total,2014,9866466.0,,
2014,Iceland,ISL,T,Total,TOTAL,Total,2014,327379.0,,
2014,Italy,ITA,T,Total,TOTAL,Total,2014,60320708.0,,
2014,Japan,JPN,T,Total,TOTAL,Total,2014,127237150.0,,
2014,Korea,KOR,T,Total,TOTAL,Total,2014,50746659.0,,
2014,Netherlands,NLD,T,Total,TOTAL,Total,2014,16865008.0,,
2014,New Zealand,NZL,T,Total,TOTAL,Total,2014,4516500.0,,
2014,Norway,NOR,T,Total,TOTAL,Total,2014,5137427.0,,
2014,Poland,POL,T,Total,TOTAL,Total,2014,38483957.0,,
2014,Portugal,PRT,T,Total,TOTAL,Total,2014,10419606.5,,
2014,Slovak Republic,SVK,T,Total,TOTAL,Total,2014,5418649.0,,
2014,Sweden,SWE,T,Total,TOTAL,Total,2014,9696105.0,,
2014,Switzerland,CHE,T,Total,TOTAL,Total,2014,8188646.0,,
2014,Türkiye,TUR,T,Total,TOTAL,Total,2014,77181894.0,,
2014,United Kingdom,GBR,T,Total,TOTAL,Total,2014,64596752.0,,
2014,United States,USA,T,Total,TOTAL,Total,2014,318386329.0,,
2014,Croatia,HRV,T,Total,TOTAL,Total,2014,4238389.0,,
2014,India,IND,T,Total,TOTAL,Total,2014,1307246512.0,,
2014,Lithuania,LTU,T,Total,TOTAL,Total,2014,2932367.0,,
2014,Slovenia,SVN,T,Total,TOTAL,Total,2014,2061623.0,,
2015,Belgium,BEL,T,Total,TOTAL,Total,2015,11238474.0,,
2015,Canada,CAN,T,Total,TOTAL,Total,2015,35702908.0,,
2015,Czech Republic,CZE,T,Total,TOTAL,Total,2015,10542942.0,,
2015,Denmark,DNK,T,Total,TOTAL,Total,2015,5678348.0,,
2015,Finland,FIN,T,Total,TOTAL,Total,2015,5479528.0,,
2015,France,FRA,T,Total,TOTAL,Total,2015,66512558.0,,
2015,Hungary,HUN,T,Total,TOTAL,Total,2015,9843025.0,,
2015,Iceland,ISL,T,Total,TOTAL,Total,2015,330818.0,,
2015,Italy,ITA,T,Total,TOTAL,Total,2015,60229599.0,,
2015,Japan,JPN,T,Total,TOTAL,Total,2015,127094745.0,,
2015,Korea,KOR,T,Total,TOTAL,Total,2015,51014947.0,,
2015,Netherlands,NLD,T,Total,TOTAL,Total,2015,16939925.0,,
2015,New Zealand,NZL,T,Total,TOTAL,Total,2015,4609400.0,,
2015,Norway,NOR,T,Total,TOTAL,Total,2015,5189898.0,,
2015,Poland,POL,T,Total,TOTAL,Total,2015,38454576.0,,
2015,Portugal,PRT,T,Total,TOTAL,Total,2015,10381837.5,,
2015,Slovak Republic,SVK,T,Total,TOTAL,Total,2015,5423800.5,,
2015,Sweden,SWE,T,Total,TOTAL,Total,2015,9799183.0,,
2015,Switzerland,CHE,T,Total,TOTAL,Total,2015,8282398.0,,
2015,Türkiye,TUR,T,Total,TOTAL,Total,2015,78218488.0,,
2015,United Kingdom,GBR,T,Total,TOTAL,Total,2015,65110034.0,,
2015,United States,USA,T,Total,TOTAL,Total,2015,320738994.0,,
2015,Croatia,HRV,T,Total,TOTAL,Total,2015,4203604.0,,
2015,India,IND,T,Total,TOTAL,Total,2015,1322866502.0,,
2015,Lithuania,LTU,T,Total,TOTAL,Total,2015,2904910.0,,
2015,Slovenia,SVN,T,Total,TOTAL,Total,2015,2063077.0,,
2016,Belgium,BEL,T,Total,TOTAL,Total,2016,11295003.0,,
2016,Canada,CAN,T,Total,TOTAL,Total,2016,36109487.0,,
2016,Czech Republic,CZE,T,Total,TOTAL,Total,2016,10565284.0,,
2016,Denmark,DNK,T,Total,TOTAL,Total,2016,5724456.0,,
2016,Finland,FIN,T,Total,TOTAL,Total,2016,5495297.0,,
2016,France,FRA,T,Total,TOTAL,Total,2016,66688563.0,,
2016,Hungary,HUN,T,Total,TOTAL,Total,2016,9814026.0,,
2016,Iceland,ISL,T,Total,TOTAL,Total,2016,335435.0,,
2016,Italy,ITA,T,Total,TOTAL,Total,2016,60115220.0,,
2016,Japan,JPN,T,Total,TOTAL,Total,2016,127041812.0,,
2016,Korea,KOR,T,Total,TOTAL,Total,2016,51217803.0,,
2016,Netherlands,NLD,T,Total,TOTAL,Total,2016,17030314.0,,
2016,New Zealand,NZL,T,Total,TOTAL,Total,2016,4714100.0,,
2016,Norway,NOR,T,Total,TOTAL,Total,2016,5236152.0,,
2016,Poland,POL,T,Total,TOTAL,Total,2016,38426809.0,,
2016,Portugal,PRT,T,Total,TOTAL,Total,2016,10356516.0,,
2016,Slovak Republic,SVK,T,Total,TOTAL,Total,2016,5430797.5,,
2016,Sweden,SWE,T,Total,TOTAL,Total,2016,9923086.0,,
2016,Switzerland,CHE,T,Total,TOTAL,Total,2016,8373334.0,,
2016,Türkiye,TUR,T,Total,TOTAL,Total,2016,79277971.0,,
2016,United Kingdom,GBR,T,Total,TOTAL,Total,2016,65648054.0,,
2016,United States,USA,T,Total,TOTAL,Total,2016,323071755.0,,
2016,Croatia,HRV,T,Total,TOTAL,Total,2016,4174349.0,,
2016,India,IND,T,Total,TOTAL,Total,2016,1338636340.0,,
2016,Lithuania,LTU,T,Total,TOTAL,Total,2016,2868231.0,,
2016,Slovenia,SVN,T,Total,TOTAL,Total,2016,2064241.0,,
2017,Belgium,BEL,T,Total,TOTAL,Total,2017,11349081.0,,
2017,Canada,CAN,T,Total,TOTAL,Total,2017,36545236.0,,
2017,Czech Republic,CZE,T,Total,TOTAL,Total,2017,10589526.0,,
2017,Denmark,DNK,T,Total,TOTAL,Total,2017,5760694.0,,
2017,Finland,FIN,T,Total,TOTAL,Total,2017,5508209.0,,
2017,France,FRA,T,Total,TOTAL,Total,2017,66883314.0,,
2017,Hungary,HUN,T,Total,TOTAL,Total,2017,9787969.0,,
2017,Iceland,ISL,T,Total,TOTAL,Total,2017,343399.0,,
2017,Italy,ITA,T,Total,TOTAL,Total,2017,60002254.0,,
2017,Japan,JPN,T,Total,TOTAL,Total,2017,126918546.0,,
2017,Korea,KOR,T,Total,TOTAL,Total,2017,51361911.0,,
2017,Netherlands,NLD,T,Total,TOTAL,Total,2017,17131295.0,,
2017,New Zealand,NZL,T,Total,TOTAL,Total,2017,4813600.0,,
2017,Norway,NOR,T,Total,TOTAL,Total,2017,5276965.0,,
2017,Poland,POL,T,Total,TOTAL,Total,2017,38422346.0,,
2017,Portugal,PRT,T,Total,TOTAL,Total,2017,10340124.0,,
2017,Slovak Republic,SVK,T,Total,TOTAL,Total,2017,5439231.5,,
2017,Sweden,SWE,T,Total,TOTAL,Total,2017,10057695.0,,
2017,Switzerland,CHE,T,Total,TOTAL,Total,2017,8451834.0,,
2017,Türkiye,TUR,T,Total,TOTAL,Total,2017,80312708.0,,
2017,United Kingdom,GBR,T,Total,TOTAL,Total,2017,66040229.0,,
2017,United States,USA,T,Total,TOTAL,Total,2017,325122128.0,,
2017,Croatia,HRV,T,Total,TOTAL,Total,2017,4124531.0,,
2017,India,IND,T,Total,TOTAL,Total,2017,1354195678.0,,
2017,Lithuania,LTU,T,Total,TOTAL,Total,2017,2828403.0,,
2017,Slovenia,SVN,T,Total,TOTAL,Total,2017,2066161.0,,
2018,Belgium,BEL,T,Total,TOTAL,Total,2018,11403740.0,,
2018,Canada,CAN,T,Total,TOTAL,Total,2018,37065084.0,,
2018,Czech Republic,CZE,T,Total,TOTAL,Total,2018,10626430.0,,
2018,Denmark,DNK,T,Total,TOTAL,Total,2018,5789957.0,,
2018,Finland,FIN,T,Total,TOTAL,Total,2018,5515525.0,,
2018,France,FRA,T,Total,TOTAL,Total,2018,67125071.0,,
2018,Hungary,HUN,T,Total,TOTAL,Total,2018,9775566.0,,
2018,Iceland,ISL,T,Total,TOTAL,Total,2018,352722.0,,
2018,Italy,ITA,T,Total,TOTAL,Total,2018,59877216.0,,
2018,Japan,JPN,T,Total,TOTAL,Total,2018,126748506.0,,
2018,Korea,KOR,T,Total,TOTAL,Total,2018,51585058.0,,
2018,Netherlands,NLD,T,Total,TOTAL,Total,2018,17231622.0,,
2018,New Zealand,NZL,T,Total,TOTAL,Total,2018,4900600.0,,
2018,Norway,NOR,T,Total,TOTAL,Total,2018,5311916.0,,
2018,Poland,POL,T,Total,TOTAL,Total,2018,38413139.0,,
2018,Portugal,PRT,T,Total,TOTAL,Total,2018,10334633.0,,
2018,Slovak Republic,SVK,T,Total,TOTAL,Total,2018,5446770.5,,
2018,Sweden,SWE,T,Total,TOTAL,Total,2018,10175215.0,,
2018,Switzerland,CHE,T,Total,TOTAL,Total,2018,8514327.0,,
2018,Türkiye,TUR,T,Total,TOTAL,Total,2018,81407211.0,,
2018,United Kingdom,GBR,T,Total,TOTAL,Total,2018,66435550.0,,
2018,United States,USA,T,Total,TOTAL,Total,2018,326838199.0,,
2018,Croatia,HRV,T,Total,TOTAL,Total,2018,4087843.0,,
2018,India,IND,T,Total,TOTAL,Total,2018,1369003306.0,,
2018,Lithuania,LTU,T,Total,TOTAL,Total,2018,2801543.0,,
2018,Slovenia,SVN,T,Total,TOTAL,Total,2018,2070050.0,,
2019,Belgium,BEL,T,Total,TOTAL,Total,2019,11462023.0,,
2019,Canada,CAN,T,Total,TOTAL,Total,2019,37601230.0,,
2019,Czech Republic,CZE,T,Total,TOTAL,Total,2019,10669324.0,,
2019,Denmark,DNK,T,Total,TOTAL,Total,2019,5814461.0,,
2019,Finland,FIN,T,Total,TOTAL,Total,2019,5521605.0,,
2019,France,FRA,T,Total,TOTAL,Total,2019,67349922.0,,
2019,Hungary,HUN,T,Total,TOTAL,Total,2019,9771142.0,,
2019,Iceland,ISL,T,Total,TOTAL,Total,2019,360558.0,,
2019,Italy,ITA,T,Total,TOTAL,Total,2019,59729077.0,,
2019,Japan,JPN,T,Total,TOTAL,Total,2019,126555078.0,,
2019,Korea,KOR,T,Total,TOTAL,Total,2019,51764822.0,,
2019,Netherlands,NLD,T,Total,TOTAL,Total,2019,17344876.0,,
2019,New Zealand,NZL,T,Total,TOTAL,Total,2019,4979200.0,,
2019,Norway,NOR,T,Total,TOTAL,Total,2019,5347893.0,,
2019,Poland,POL,T,Total,TOTAL,Total,2019,38386476.0,,
2019,Portugal,PRT,T,Total,TOTAL,Total,2019,10354445.5,,
2019,Slovak Republic,SVK,T,Total,TOTAL,Total,2019,5454147.0,,
2019,Sweden,SWE,T,Total,TOTAL,Total,2019,10278888.0,,
2019,Switzerland,CHE,T,Total,TOTAL,Total,2019,8575280.0,,
2019,Türkiye,TUR,T,Total,TOTAL,Total,2019,82579448.0,,
2019,United Kingdom,GBR,T,Total,TOTAL,Total,2019,66796807.0,,
2019,United States,USA,T,Total,TOTAL,Total,2019,328329953.0,,
2019,Croatia,HRV,T,Total,TOTAL,Total,2019,4065253.0,,
2019,India,IND,T,Total,TOTAL,Total,2019,1383112051.0,,
2019,Lithuania,LTU,T,Total,TOTAL,Total,2019,2794137.0,,
2019,Slovenia,SVN,T,Total,TOTAL,Total,2019,2089310.0,,
2020,Belgium,BEL,T,Total,TOTAL,Total,2020,11506938.0,,
2020,Canada,CAN,T,Total,TOTAL,Total,2020,38007166.0,,
2020,Czech Republic,CZE,T,Total,TOTAL,Total,2020,10700155.0,,
2020,Denmark,DNK,T,Total,TOTAL,Total,2020,5825337.0,,
2020,Finland,FIN,T,Total,TOTAL,Total,2020,5529545.0,,
2020,France,FRA,T,Total,TOTAL,Total,2020,67538482.0,,
2020,Hungary,HUN,T,Total,TOTAL,Total,2020,9750153.0,,
2020,Iceland,ISL,T,Total,TOTAL,Total,2020,366462.0,,
2020,Italy,ITA,T,Total,TOTAL,Total,2020,59438845.0,,
2020,Japan,JPN,T,Total,TOTAL,Total,2020,126146099.0,,
2020,Korea,KOR,T,Total,TOTAL,Total,2020,51836239.0,,
2020,Netherlands,NLD,T,Total,TOTAL,Total,2020,17441500.0,,
2020,New Zealand,NZL,T,Total,TOTAL,Total,2020,5090200.0,,
2020,Norway,NOR,T,Total,TOTAL,Total,2020,5379472.0,,
2020,Poland,POL,T,Total,TOTAL,Total,2020,38354173.0,,
2020,Portugal,PRT,T,Total,TOTAL,Total,2020,10384846.0,,
2020,Slovak Republic,SVK,T,Total,TOTAL,Total,2020,5458827.0,,
2020,Sweden,SWE,T,Total,TOTAL,Total,2020,10353444.0,,
2020,Switzerland,CHE,T,Total,TOTAL,Total,2020,8638169.0,,
2020,Türkiye,TUR,T,Total,TOTAL,Total,2020,83384688.0,,
2020,United Kingdom,GBR,T,Total,TOTAL,Total,2020,67081234.0,,
2020,United States,USA,T,Total,TOTAL,Total,2020,331511512.0,,
2020,Croatia,HRV,T,Total,TOTAL,Total,2020,4047680.0,,
2020,India,IND,T,Total,TOTAL,Total,2020,1396387126.0,,
2020,Lithuania,LTU,T,Total,TOTAL,Total,2020,2794885.0,,
2020,Slovenia,SVN,T,Total,TOTAL,Total,2020,2100126.0,,
2021,Belgium,BEL,T,Total,TOTAL,Total,2021,11552615.0,,
2021,Canada,CAN,T,Total,TOTAL,Total,2021,38226498.0,,
2021,Czech Republic,CZE,T,Total,TOTAL,Total,2021,10500850.0,,
2021,Denmark,DNK,T,Total,TOTAL,Total,2021,5850189.0,,
2021,Finland,FIN,T,Total,TOTAL,Total,2021,5541020.0,,
2021,France,FRA,T,Total,TOTAL,Total,2021,67738863.0,,
2021,Hungary,HUN,T,Total,TOTAL,Total,2021,9709893.0,,
2021,Iceland,ISL,T,Total,TOTAL,Total,2021,372523.0,,
2021,Italy,ITA,T,Total,TOTAL,Total,2021,59133173.0,,
2021,Japan,JPN,T,Total,TOTAL,Total,2021,125502290.0,,
2021,Korea,KOR,T,Total,TOTAL,Total,2021,51744876.0,,
2021,Netherlands,NLD,T,Total,TOTAL,Total,2021,17533048.0,,
2021,New Zealand,NZL,T,Total,TOTAL,Total,2021,5111400.0,,
2021,Norway,NOR,T,Total,TOTAL,Total,2021,5408320.0,,
2021,Poland,POL,T,Total,TOTAL,Total,2021,38162224.0,,
2021,Portugal,PRT,T,Total,TOTAL,Total,2021,10407707.0,,
2021,Slovak Republic,SVK,T,Total,TOTAL,Total,2021,5441991.0,,
2021,Sweden,SWE,T,Total,TOTAL,Total,2021,10415812.0,,
2021,Switzerland,CHE,T,Total,TOTAL,Total,2021,8704542.0,,
2021,Türkiye,TUR,T,Total,TOTAL,Total,2021,84147326.0,,
2021,United Kingdom,GBR,T,Total,TOTAL,Total,2021,67026292.0,,
2021,United States,USA,T,Total,TOTAL,Total,2021,332031554.0,,
2021,Croatia,HRV,T,Total,TOTAL,Total,2021,3878981.0,,
2021,India,IND,T,Total,TOTAL,Total,2021,1407563842.0,,
2021,Lithuania,LTU,T,Total,TOTAL,Total,2021,2808380.0,,
2021,Slovenia,SVN,T,Total,TOTAL,Total,2021,2107007.0,,
